priority_rank,game_name,game_url,canonical_game_key,missing_rank_rows,best_missing_rank,first_missing_rank_date,last_missing_rank_date,first_observed_play_count_date,first_observed_play_count_source,page_gap_status,metrics_status,exact_metrics_endpoint_count,exact_metrics_cdx_rows,exact_metrics_cached_endpoint_count,exact_metrics_missing_cache_count,exact_metrics_first_cdx_date,exact_metrics_last_cdx_date,exact_metrics_cdx_rows_in_missing_window,exact_metrics_sampled_rows_in_missing_window,exact_metrics_parsed_rows,exact_metrics_first_parsed_date,exact_metrics_first_parsed_plays,exact_metrics_gap_status,side_endpoint_observations,side_endpoint_cdx_hit_observations,side_endpoint_rows_in_missing_window,side_endpoint_parsed_rows,developer_list_observations,developer_list_rows_in_missing_window,recommended_next_action
520,Will's Quest For Cheese,http://www.kongregate.com/games/thebartyparty/wills-quest-for-cheese,www.kongregate.com/games/thebartyparty/wills-quest-for-cheese,1,6,2016-10-18,2016-10-18,,,no_page_cdx_rows,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,29,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
521,Kuzini.comgnom,http://www.kongregate.com/games/iPTNZW/kuzini-comgnom,www.kongregate.com/games/iptnzw/kuzini-comgnom,1,6,2016-10-24,2016-10-24,,,no_page_cdx_rows,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
522,American Cars Memory,http://www.kongregate.com/games/natalibt/american-cars-memory,www.kongregate.com/games/natalibt/american-cars-memory,1,6,2017-05-25,2017-05-25,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,26,0,0,0,55,0,Escalate to broader list/account captures or external corroboration.
523,Naruto Suspend,http://www.kongregate.com/games/thunderstorm38/naruto-suspend,www.kongregate.com/games/thunderstorm38/naruto-suspend,1,6,2017-07-28,2017-07-28,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,15,0,Escalate to broader list/account captures or external corroboration.
524,Extreme Battlefield,http://www.kongregate.com/games/thunderstorm38/extreme-battlefield,www.kongregate.com/games/thunderstorm38/extreme-battlefield,1,6,2017-07-29,2017-07-29,,,no_page_cdx_rows,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,23,0,0,0,15,0,Escalate to broader list/account captures or external corroboration.
525,Seasonal Farming,http://www.kongregate.com/games/phacanu/seasonal-farming,www.kongregate.com/games/phacanu/seasonal-farming,1,6,2017-08-25,2017-08-25,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,29,0,0,0,18,0,Escalate to broader list/account captures or external corroboration.
526,Blocky Warrior,http://www.kongregate.com/games/mobilTR/blocky-warrior,www.kongregate.com/games/mobiltr/blocky-warrior,1,6,2017-11-06,2017-11-06,,,dynamic_metrics_placeholder,no_cdx,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,20,0,0,0,9,0,Escalate to broader list/account captures or external corroboration.
527,Trimps Preview,http://www.kongregate.com/games/GreenSatellite/trimps-preview,www.kongregate.com/games/greensatellite/trimps-preview,15,8,2015-07-26,2016-11-08,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,2,0,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Escalate to broader list/account captures or external corroboration.
528,Cage Bird,http://www.kongregate.com/games/Ymar2011/cage-bird,www.kongregate.com/games/ymar2011/cage-bird,2,5,2014-10-03,2014-10-04,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
529,Battle Pirates,https://www.kongregate.com/en/games/KIXEYE/battle-pirates,www.kongregate.com/games/kixeye/battle-pirates,2,5,2014-10-17,2014-10-18,2022-10-26,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
530,Tabletop idle,http://www.kongregate.com/games/omgnoob191/tabletop-idle,www.kongregate.com/games/omgnoob191/tabletop-idle,9,10,2017-05-27,2017-06-18,2020-07-16,count_source_probe,not_checked,has_metrics,2,3,2,0,2020-07-16,2025-04-02,0,0,3,2020-07-16,509506,exact_metrics_starts_after_missing_window,0,0,0,0,0,0,Exact metrics start too late; pursue broader list/account captures or external corroboration.
531,max dificult x,http://www.kongregate.com/games/heletrico/max-dificult-x,www.kongregate.com/games/heletrico/max-dificult-x,1,5,2014-08-22,2014-08-22,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
532,Color Cube Clicker,http://www.kongregate.com/games/GameDev408/color-cube-clicker,www.kongregate.com/games/gamedev408/color-cube-clicker,1,5,2014-08-26,2014-08-26,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
533,Tic Tac Toe,http://www.kongregate.com/games/iDummy/tic-tac-toe,www.kongregate.com/games/idummy/tic-tac-toe,1,5,2014-08-29,2014-08-29,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
534,The Beginning,http://www.kongregate.com/games/NuclearNapalm/the-beginning,www.kongregate.com/games/nuclearnapalm/the-beginning,1,5,2014-09-02,2014-09-02,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
535,No Brakes,http://www.kongregate.com/games/thepodge/no-brakes,www.kongregate.com/games/thepodge/no-brakes,1,5,2014-09-05,2014-09-05,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
536,Temple,http://www.kongregate.com/games/TacoGames/temple,www.kongregate.com/games/tacogames/temple,1,5,2014-09-12,2014-09-12,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
537,Pushing Arena,http://www.kongregate.com/games/fiore1996/pushing-arena,www.kongregate.com/games/fiore1996/pushing-arena,1,5,2014-09-14,2014-09-14,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
538,Heroic Escape,http://www.kongregate.com/games/diggidy27/heroic-escape,www.kongregate.com/games/diggidy27/heroic-escape,1,5,2014-09-19,2014-09-19,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
539,3D Ghost Maze,http://www.kongregate.com/games/kebabs91/3d-ghost-maze,www.kongregate.com/games/kebabs91/3d-ghost-maze,1,5,2014-09-20,2014-09-20,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
540,White,http://www.kongregate.com/games/OinkIguana/white,www.kongregate.com/games/oinkiguana/white,1,5,2014-10-09,2014-10-09,2021-07-29,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
541,Pixel Warfare,http://www.kongregate.com/games/PacoGame5/pixel-warfare,www.kongregate.com/games/pacogame5/pixel-warfare,1,5,2014-10-10,2014-10-10,2025-06-19,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
542,Minion Go Home,http://www.kongregate.com/games/tungnguyendev/minion-go-home,www.kongregate.com/games/tungnguyendev/minion-go-home,1,5,2014-10-13,2014-10-13,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
543,TDMS Alpha,http://www.kongregate.com/games/CraftyDart/tdms-alpha,www.kongregate.com/games/craftydart/tdms-alpha,1,5,2014-10-18,2014-10-18,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
544,Color Picker,http://www.kongregate.com/games/PeterLauris/color-picker,www.kongregate.com/games/peterlauris/color-picker,1,5,2014-10-24,2014-10-24,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
545,Snot Launch,http://www.kongregate.com/games/sorenof/snot-launch,www.kongregate.com/games/sorenof/snot-launch,1,5,2014-10-31,2014-10-31,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
546,CrazyCicle,http://www.kongregate.com/games/s2hago/crazycicle,www.kongregate.com/games/s2hago/crazycicle,1,5,2014-11-11,2014-11-11,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
547,Glorkian Warrior: The Trials Of Glork,http://www.kongregate.com/games/pixeljamgames/glorkian-warrior-the-trials-of-glork,www.kongregate.com/games/pixeljamgames/glorkian-warrior-the-trials-of-glork,1,5,2014-11-25,2014-11-25,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
548,Game of Bombs,http://www.kongregate.com/games/popelyshev/game-of-bombs,www.kongregate.com/games/popelyshev/game-of-bombs,1,5,2014-12-02,2014-12-02,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
549,December Problems,http://www.kongregate.com/games/MamauGames/december-problems,www.kongregate.com/games/mamaugames/december-problems,1,5,2014-12-10,2014-12-10,2020-12-21,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
550,Captain Glasgow's Game,http://www.kongregate.com/games/CaptainGlasgow/captain-glasgows-game,www.kongregate.com/games/captainglasgow/captain-glasgows-game,1,5,2014-12-28,2014-12-28,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
551,Headless Zombie 2,http://www.kongregate.com/games/flazm/headless-zombie-2,www.kongregate.com/games/flazm/headless-zombie-2,1,5,2014-12-30,2014-12-30,2023-05-24,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
552,GRAVITY,http://www.kongregate.com/games/Primagin/gravity,www.kongregate.com/games/primagin/gravity,1,5,2015-04-01,2015-04-01,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
553,You are the Monst-Hair,http://www.kongregate.com/games/polskais1/you-are-the-monst-hair,www.kongregate.com/games/polskais1/you-are-the-monst-hair,1,5,2015-09-03,2015-09-03,2025-02-03,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
554,Breakerino,http://www.kongregate.com/games/TheRaynoan/breakerino,www.kongregate.com/games/theraynoan/breakerino,1,5,2015-09-09,2015-09-09,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
555,KoGaMa | ♦ GEOMETRY DASH ♦,http://www.kongregate.com/games/KoGaMaDaniel/kogama-geometry-dash,www.kongregate.com/games/kogamadaniel/kogama-geometry-dash,1,5,2015-09-14,2015-09-14,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
556,Super Pirate Adventure,http://www.kongregate.com/games/Gamesdeveloper/super-pirate-adventure,www.kongregate.com/games/gamesdeveloper/super-pirate-adventure,1,5,2015-09-15,2015-09-15,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
557,Earth Typing Defense,http://www.kongregate.com/games/heroikcom/earth-typing-defense,www.kongregate.com/games/heroikcom/earth-typing-defense,1,5,2015-09-23,2015-09-23,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
558,Japanese Language - Hiragana & Katakana Exceed,http://www.kongregate.com/games/Pidroh/japanese-language-hiragana-katakana-exceed,www.kongregate.com/games/pidroh/japanese-language-hiragana-katakana-exceed,1,5,2015-09-30,2015-09-30,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
559,Launch the Pig,http://www.kongregate.com/games/Jotappolk/launch-the-pig,www.kongregate.com/games/jotappolk/launch-the-pig,1,5,2015-12-18,2015-12-18,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
560,Aid The Santa,http://www.kongregate.com/games/Enagamess/aid-the-santa,www.kongregate.com/games/enagamess/aid-the-santa,1,5,2015-12-26,2015-12-26,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
561,Beach Rush K,http://www.kongregate.com/games/Runeworks/beach-rush-k,www.kongregate.com/games/runeworks/beach-rush-k,1,5,2016-01-02,2016-01-02,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
562,Space War,http://www.kongregate.com/games/kinmyy/space-war,www.kongregate.com/games/kinmyy/space-war,1,5,2016-01-16,2016-01-16,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
563,Rescue From Trench House,http://www.kongregate.com/games/Enagamess/rescue-from-trench-house,www.kongregate.com/games/enagamess/rescue-from-trench-house,1,5,2016-01-25,2016-01-25,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
564,Youtube Runner,http://www.kongregate.com/games/MeroDN/youtube-runner,www.kongregate.com/games/merodn/youtube-runner,1,5,2016-02-28,2016-02-28,2026-06-30,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
565,Medieval Cop - The True Monster,https://www.kongregate.com/games/VasantJ/medieval-cop-the-true-monster,www.kongregate.com/games/vasantj/medieval-cop-the-true-monster,1,5,2016-03-05,2016-03-05,2016-04-02,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
566,"Brock, the Broccoli BETA 1.3",http://www.kongregate.com/games/Gabrielepower86/brock-the-broccoli-beta-1-3,www.kongregate.com/games/gabrielepower86/brock-the-broccoli-beta-1-3,1,5,2016-03-07,2016-03-07,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
567,Lovely Day,http://www.kongregate.com/games/SandraKim/lovely-day,www.kongregate.com/games/sandrakim/lovely-day,1,5,2016-03-24,2016-03-24,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
568,Special Strike: DLC 4,http://www.kongregate.com/games/brvasil/special-strike-dlc-4,www.kongregate.com/games/brvasil/special-strike-dlc-4,1,5,2016-05-06,2016-05-06,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
569,Just Bounce,http://www.kongregate.com/games/asyncrobot/just-bounce,www.kongregate.com/games/asyncrobot/just-bounce,1,5,2016-05-23,2016-05-23,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
570,Car Transporter Jigsaw,http://www.kongregate.com/games/newgamess/car-transporter-jigsaw,www.kongregate.com/games/newgamess/car-transporter-jigsaw,1,5,2016-05-24,2016-05-24,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
571,Gravitational Attraction.,http://www.kongregate.com/games/chesster415/gravitational-attraction,www.kongregate.com/games/chesster415/gravitational-attraction,1,5,2016-06-04,2016-06-04,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
572,Overwatch: Tracer Concept,http://www.kongregate.com/games/neal867/overwatch-tracer-concept,www.kongregate.com/games/neal867/overwatch-tracer-concept,1,5,2016-06-05,2016-06-05,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
573,Following Zombie (horror),http://www.kongregate.com/games/sandrudarius/following-zombie-horror,www.kongregate.com/games/sandrudarius/following-zombie-horror,1,5,2016-06-13,2016-06-13,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
574,Escape the Study,http://www.kongregate.com/games/BoredAllNight/escape-the-study,www.kongregate.com/games/boredallnight/escape-the-study,1,5,2016-06-29,2016-06-29,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
575,Celebrity Gunslingers,http://www.kongregate.com/games/freegamepick/celebrity-gunslingers,www.kongregate.com/games/freegamepick/celebrity-gunslingers,1,5,2016-07-07,2016-07-07,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
576,Space Bunny,http://www.kongregate.com/games/catsito001/space-bunny,www.kongregate.com/games/catsito001/space-bunny,1,5,2016-07-14,2016-07-14,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
577,The Last Kingdom,http://www.kongregate.com/games/SandraKim/the-last-kingdom,www.kongregate.com/games/sandrakim/the-last-kingdom,1,5,2016-07-20,2016-07-20,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
578,Brick blast,http://www.kongregate.com/games/Miafuck/brick-blast,www.kongregate.com/games/miafuck/brick-blast,1,5,2016-08-05,2016-08-05,2023-09-14,metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
579,What Country Is This Flag,http://www.kongregate.com/games/LovattoStudio/what-country-is-this-flag,www.kongregate.com/games/lovattostudio/what-country-is-this-flag,1,5,2016-08-13,2016-08-13,2026-06-29,live_metrics_json,not_checked,has_metrics,2,0,0,2,,,0,0,0,,,exact_metrics_no_cached_cdx_rows,0,0,0,0,0,0,Run a bounded exact metrics CDX check before escalating.
